user_id,time,x_pos,y_pos
1,0.0,307.35272093570677,119.19348690874892
1,0.019398642095053348,307.3808489667446,119.22859845094096
1,0.038797284190106696,307.4089769977824,119.26370999313302
1,0.05819592628516004,307.43710502882027,119.29882153532506
1,0.07759456838021339,307.46523305985806,119.33393307751712
1,0.09699321047526674,307.4933610908959,119.36904461970916
1,0.11639185257032009,307.5214891219337,119.4041561619012
1,0.13579049466537343,307.54961715297156,119.43926770409325
1,0.15518913676042678,307.5777451840094,119.4743792462853
1,0.17458777885548013,307.6058732150472,119.50949078847734
1,0.19398642095053348,307.63400124608506,119.54460233066939
1,0.21338506304558683,307.66212927712286,119.57971387286143
1,0.23278370514064017,307.6902573081607,119.61482541505349
1,0.25218234723569355,307.7183853391985,119.64993695724553
1,0.27158098933074687,307.74651337023636,119.68504849943757
1,0.2909796314258002,307.77464140127415,119.72016004162963
1,0.31037827352085356,307.802769432312,119.75527158382167
1,0.32977691561590694,307.83089746334986,119.79038312601371
1,0.34917555771096026,307.85902549438765,119.82549466820576
1,0.3685741998060136,307.8871535254255,119.8606062103978
1,0.38797284190106696,307.9152815564633,119.89571775258986
1,0.40737148399612033,307.94340958750115,119.9308292947819
1,0.42677012609117365,307.97153761853895,119.96594083697394
1,0.44616876818622697,307.9996656495768,120.001052379166
1,0.46556741028128035,308.02779368061465,120.03616392135804
1,0.4849660523763337,308.05592171165245,120.0712754635501
1,0.5043646944713871,308.0840497426903,120.10638700574214
1,0.5237633365664404,308.1121777737281,120.14149854793418
1,0.5431619786614937,308.14030580476594,120.17661009012623
1,0.5625606207565471,308.16843383580374,120.21172163231827
1,0.5819592628516004,308.1965618668416,120.24683317451031
1,0.6013579049466538,308.22468989787944,120.28194471670237
1,0.6207565470417071,308.25281792891724,120.31705625889441
1,0.6401551891367605,308.2809459599551,120.35216780108647
1,0.6595538312318139,308.3090739909929,120.38727934327851
1,0.6789524733268671,308.33720202203074,120.42239088547055
1,0.6983511154219205,308.36533005306853,120.4575024276626
1,0.7177497575169739,308.3934580841064,120.49261396985465
1,0.7371483996120272,308.42158611514424,120.52772551204669
1,0.7565470417070805,308.44971414618203,120.56283705423874
1,0.7759456838021339,308.4778421772199,120.59794859643078
1,0.7953443258971873,308.5059702082577,120.63306013862284
1,0.8147429679922407,308.53409823929553,120.66817168081488
1,0.8341416100872939,308.5622262703333,120.70328322300692
1,0.8535402521823473,308.5903543013712,120.73839476519898
1,0.8729388942774007,308.618482332409,120.77350630739102
1,0.8923375363724539,308.6466103634468,120.80861784958306
1,0.9117361784675073,308.6747383944847,120.84372939177511
1,0.9311348205625607,308.7028664255225,120.87884093396715
1,0.9505334626576141,308.7309944565603,120.91395247615921
1,0.9699321047526674,308.7591224875981,120.94906401835125
1,0.9893307468477207,308.787250518636,120.98417556054329
1,1.0087293889427742,308.81537854967377,121.01928710273535
1,1.0281280310378274,308.8435065807116,121.05439864492739
1,1.0475266731328807,308.87163461174947,121.08951018711944
1,1.066925315227934,308.89976264278727,121.12462172931149
1,1.0863239573229875,308.9278906738251,121.15973327150353
1,1.1057225994180409,308.9560187048629,121.19484481369558
1,1.1251212415130942,308.98414673590077,121.22995635588762
1,1.1445198836081476,309.01227476693856,121.26506789807966
1,1.1639185257032008,309.0404027979764,121.30017944027172
1,1.1833171677982541,309.06853082901426,121.33529098246376
1,1.2027158098933075,309.09665886005206,121.37040252465582
1,1.2221144519883609,309.1247868910899,121.40551406684786
1,1.2415130940834143,309.1529149221277,121.4406256090399
1,1.2609117361784676,309.18104295316556,121.47573715123195
1,1.280310378273521,309.20917098420335,121.510848693424
1,1.2997090203685744,309.2372990152412,121.54596023561604
1,1.3191076624636278,309.26542704627906,121.58107177780809
1,1.338506304558681,309.29355507731685,121.61618332000013
1,1.3579049466537343,309.3216831083547,121.65129486219219
1,1.3773035887487877,309.3498111393925,121.68640640438423
1,1.396702230843841,309.37793917043035,121.72151794657627
1,1.4161008729388944,309.40606720146815,121.75662948876833
1,1.4354995150339478,309.434195232506,121.79174103096037
1,1.4548981571290012,309.4623232635438,121.82685257315242
1,1.4742967992240543,309.49045129458165,121.86196411534446
1,1.4936954413191077,309.5185793256195,121.8970756575365
1,1.513094083414161,309.5467073566573,121.93218719972856
1,1.5324927255092144,309.57483538769515,121.9672987419206
1,1.5518913676042678,309.60296341873294,122.00241028411264
1,1.5712900096993212,309.6310914497708,122.0375218263047
1,1.5906886517943746,309.6592194808086,122.07263336849674
1,1.610087293889428,309.68734751184644,122.1077449106888
1,1.6294859359844813,309.7154755428843,122.14285645288084
1,1.6488845780795345,309.7436035739221,122.17796799507288
1,1.6682832201745879,309.77173160495994,122.21307953726493
1,1.6876818622696412,309.79985963599773,122.24819107945697
1,1.7070805043646946,309.8279876670356,122.28330262164901
1,1.726479146459748,309.8561156980734,122.31841416384107
1,1.7458777885548014,309.88424372911123,122.35352570603311
1,1.7652764306498547,309.9123717601491,122.38863724822517
1,1.7846750727449079,309.9404997911869,122.4237487904172
1,1.8040737148399613,309.96862782222473,122.45886033260925
1,1.8234723569350146,309.9967558532625,122.4939718748013
1,1.842870999030068,310.0248838843004,122.52908341699334
1,1.8622696411251214,310.0530119153382,122.56419495918539
1,1.8816682832201748,310.081139946376,122.59930650137744
1,1.9010669253152281,310.1092679774139,122.63441804356948
1,1.9204655674102815,310.1373960084517,122.66952958576154
1,1.939864209505335,310.1655240394895,122.70464112795358
1,1.959262851600388,310.1936520705273,122.73975267014562
1,1.9786614936954414,310.2217801015652,122.77486421233768
1,1.9980601357904948,310.24990813260297,122.80997575452972
1,2.0174587778855484,310.2780361636408,122.84508729672177
1,2.0368574199806013,310.3061641946786,122.88019883891381
1,2.0562560620756547,310.33429222571647,122.91531038110585
1,2.075654704170708,310.3624202567543,122.95042192329791
1,2.0950533462657615,310.3905482877921,122.98553346548995
1,2.114451988360815,310.41867631882997,123.02064500768199
1,2.133850630455868,310.44680434986776,123.05575654987405
1,2.1532492725509216,310.4749323809056,123.09086809206609
1,2.172647914645975,310.5030604119434,123.12597963425814
1,2.1920465567410283,310.53118844298126,123.16109117645019
1,2.2114451988360817,310.5593164740191,123.19620271864223
1,2.230843840931135,310.5874445050569,123.23131426083428
1,2.2502424830261885,310.61557253609476,123.26642580302632
1,2.269641125121242,310.64370056713256,123.30153734521838
1,2.289039767216295,310.6718285981704,123.33664888741042
1,2.3084384093113486,310.6999566292082,123.37176042960246
1,2.3278370514064015,310.72808466024605,123.40687197179452
1,2.347235693501455,310.7562126912839,123.44198351398656
1,2.3666343355965083,310.7843407223217,123.4770950561786
1,2.3860329776915616,310.81246875335955,123.51220659837065
1,2.405431619786615,310.84059678439735,123.5473181405627
1,2.4248302618816684,310.8687248154352,123.58242968275474
1,2.4442289039767218,310.896852846473,123.61754122494679
1,2.463627546071775,310.92498087751085,123.65265276713883
1,2.4830261881668285,310.9531089085487,123.68776430933089
1,2.502424830261882,310.9812369395865,123.72287585152293
1,2.5218234723569353,311.00936497062435,123.75798739371497
1,2.5412221144519886,311.03749300166214,123.79309893590703
1,2.560620756547042,311.0656210327,123.82821047809907
1,2.5800193986420954,311.0937490637378,123.86332202029112
1,2.5994180407371488,311.12187709477564,123.89843356248316
1,2.618816682832202,311.15000512581344,123.9335451046752
1,2.6382153249272555,311.1781331568513,123.96865664686726
1,2.6576139670223085,311.20626118788914,124.0037681890593
1,2.677012609117362,311.23438921892694,124.03887973125134
1,2.696411251212415,311.2625172499648,124.0739912734434
1,2.7158098933074686,311.2906452810026,124.10910281563544
1,2.735208535402522,311.31877331204043,124.1442143578275
1,2.7546071774975753,311.34690134307823,124.17932590001953
1,2.7740058195926287,311.3750293741161,124.21443744221158
1,2.793404461687682,311.40315740515393,124.24954898440363
1,2.8128031037827355,311.43128543619173,124.28466052659567
1,2.832201745877789,311.4594134672296,124.31977206878773
1,2.851600387972842,311.4875414982674,124.35488361097977
1,2.8709990300678956,311.5156695293052,124.38999515317181
1,2.890397672162949,311.543797560343,124.42510669536387
1,2.9097963142580023,311.5719255913809,124.4602182375559
1,2.9291949563530557,311.6000536224187,124.49532977974795
1,2.9485935984481086,311.6281816534565,124.53044132194
1,2.967992240543162,311.6563096844944,124.56555286413204
1,2.9873908826382154,311.68443771553217,124.6006644063241
1,3.0067895247332688,311.71256574657,124.63577594851614
1,3.026188166828322,311.7406937776078,124.67088749070818
1,3.0455868089233755,311.76882180864567,124.70599903290024
1,3.064985451018429,311.7969498396835,124.74111057509228
1,3.0843840931134823,311.8250778707213,124.77622211728432
1,3.1037827352085356,311.85320590175917,124.81133365947638
1,3.123181377303589,311.88133393279696,124.84644520166842
1,3.1425800193986424,311.9094619638348,124.88155674386047
1,3.1619786614936958,311.9375899948726,124.91666828605251
1,3.181377303588749,311.96571802591046,124.95177982824455
1,3.2007759456838025,311.99384605694826,124.98689137043661
1,3.220174587778856,312.0219740879861,125.02200291262865
1,3.2395732298739093,312.05010211902396,125.0571144548207
1,3.2589718719689627,312.07823015006176,125.09222599701275
1,3.2783705140640156,312.1063581810996,125.12733753920479
1,3.297769156159069,312.1344862121374,125.16244908139684
1,3.3171677982541223,312.16261424317526,125.19756062358888
1,3.3365664403491757,312.19074227421305,125.23267216578093
1,3.355965082444229,312.2188703052509,125.26778370797298
1,3.3753637245392825,312.24699833628875,125.30289525016502
1,3.394762366634336,312.27512636732655,125.33800679235708
1,3.414161008729389,312.3032543983644,125.37311833454912
1,3.4335596508244426,312.3313824294022,125.40822987674116
1,3.452958292919496,312.35951046044005,125.44334141893322
1,3.4723569350145493,312.38763849147784,125.47845296112526
1,3.4917555771096027,312.4157665225157,125.5135645033173
1,3.511154219204656,312.44389455355355,125.54867604550935
